开始时间：,,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134,2025-10-21 16.33.24.134
结束时间：,,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129,2025-10-21 16.35.54.129
采样频率：,,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,,30000,30000,30000,30000,30000,30000
序列号:,,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,,1,9084,9085,9088,9101,9105
序号：,相对时间,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
2018,10.0850,-1.4709,6.5170,2.9026,3.1332,-3.9491,-5.6262
2019,10.0900,-1.5583,6.5176,2.9376,3.1268,-4.0108,-5.5975
2020,10.0950,-1.6491,6.4697,2.9589,3.1385,-4.0663,-5.6092
2021,10.1000,-1.7371,6.4304,2.9830,3.1388,-4.1237,-5.5896
2022,10.1050,-1.8215,6.4433,2.9823,3.1508,-4.1690,-5.5931
2023,10.1100,-1.9245,6.4249,3.0098,3.1833,-4.2113,-5.5448
2024,10.1150,-1.9993,6.3776,3.0249,3.1593,-4.2503,-5.5354
2025,10.1200,-2.1172,6.3527,3.0502,3.2093,-4.2953,-5.4941
2026,10.1250,-2.1965,6.3094,3.0590,3.1849,-4.3061,-5.4525
2027,10.1300,-2.3032,6.3014,3.0483,3.1989,-4.3595,-5.3954
2028,10.1350,-2.3963,6.2204,3.0489,3.2054,-4.4135,-5.3758
2029,10.1400,-2.4763,6.2127,3.1234,3.1950,-4.4606,-5.3061
2030,10.1450,-2.5925,6.1537,3.1384,3.1761,-4.5045,-5.2777
2031,10.1500,-2.6992,6.1212,3.1725,3.1937,-4.5244,-5.2062
2032,10.1550,-2.7991,6.0687,3.1625,3.1774,-4.5835,-5.1784
2033,10.1600,-2.8631,6.0156,3.1693,3.1979,-4.6271,-5.1002
2034,10.1650,-2.9644,5.9879,3.1887,3.2379,-4.6714,-5.1114
2035,10.1700,-3.0257,5.9710,3.2081,3.2463,-4.6953,-4.9974
2036,10.1750,-3.1091,5.8921,3.1922,3.2499,-4.7376,-4.9743
2037,10.1800,-3.1931,5.8586,3.1993,3.2262,-4.7870,-4.8973
2038,10.1850,-3.2822,5.8009,3.2097,3.2655,-4.7960,-4.8739
2039,10.1900,-3.3387,5.7561,3.2181,3.2499,-4.8175,-4.7403
2040,10.1950,-3.4231,5.6582,3.2153,3.2756,-4.8478,-4.7058
2041,10.2000,-3.4874,5.6066,3.2253,3.2733,-4.8864,-4.5910
2042,10.2050,-3.5616,5.5482,3.2156,3.2645,-4.8985,-4.5687
2043,10.2100,-3.6372,5.4939,3.2222,3.2912,-4.9092,-4.4472
2044,10.2150,-3.7273,5.3981,3.2366,3.2726,-4.9505,-4.4217
2045,10.2200,-3.8160,5.3265,3.2394,3.2674,-4.9821,-4.3046
2046,10.2250,-3.8865,5.2860,3.2622,3.2820,-4.9922,-4.3016
2047,10.2300,-3.9658,5.2249,3.2625,3.3054,-4.9791,-4.1743
2048,10.2350,-4.0173,5.1189,3.2775,3.3058,-5.0023,-4.1332
2049,10.2400,-4.1138,5.0416,3.2825,3.3087,-5.0059,-3.9927
2050,10.2450,-4.1524,4.9455,3.2825,3.3113,-5.0295,-3.9684
2051,10.2500,-4.2398,4.8798,3.2857,3.3129,-5.0258,-3.8219
2052,10.2550,-4.3072,4.7702,3.2929,3.3123,-5.0556,-3.7950
2053,10.2600,-4.3729,4.6863,3.2919,3.3110,-5.0634,-3.6539
2054,10.2650,-4.4559,4.6077,3.2998,3.3142,-5.0587,-3.6055
2055,10.2700,-4.5003,4.5178,3.3132,3.3499,-5.0489,-3.4618
2056,10.2750,-4.5274,4.4257,3.3032,3.3451,-5.0553,-3.4187
2057,10.2800,-4.5735,4.3375,3.3094,3.3181,-5.0513,-3.2415
2058,10.2850,-4.6385,4.2454,3.2985,3.3227,-5.0573,-3.1832
2059,10.2900,-4.6588,4.1515,3.3210,3.3467,-5.0375,-3.0570
2060,10.2950,-4.7052,4.0136,3.3188,3.3454,-5.0331,-2.9774
2061,10.3000,-4.7513,3.9292,3.3132,3.3363,-5.0335,-2.8307
2062,10.3050,-4.7845,3.8278,3.3141,3.3376,-5.0110,-2.7527
2063,10.3100,-4.8025,3.7259,3.3382,3.3340,-4.9999,-2.6526
2064,10.3150,-4.8309,3.5875,3.3173,3.3129,-4.9788,-2.5501
2065,10.3200,-4.8770,3.5266,3.3119,3.3136,-4.9432,-2.4362
2066,10.3250,-4.8892,3.4044,3.2988,3.3191,-4.9200,-2.2769
2067,10.3300,-4.9505,3.3001,3.3238,3.3428,-4.8723,-2.1831
2068,10.3350,-4.9834,3.1778,3.3085,3.3243,-4.8578,-2.0830
2069,10.3400,-5.0247,3.0642,3.3279,3.3353,-4.8243,-2.0264
2070,10.3450,-5.0372,2.9476,3.3388,3.3252,-4.7809,-1.8598
2071,10.3500,-5.0471,2.8500,3.3301,3.3402,-4.7198,-1.8311
2072,10.3550,-5.0972,2.7109,3.3157,3.3204,-4.6970,-1.6097
2073,10.3600,-5.1036,2.5933,3.3282,3.3266,-4.6637,-1.5450
2074,10.3650,-5.1334,2.4757,3.3045,3.3201,-4.6164,-1.3206
2075,10.3700,-5.1480,2.3545,3.2929,3.3477,-4.5435,-1.2272
2076,10.3750,-5.2110,2.2031,3.3260,3.3282,-4.5143,-1.0310
2077,10.3800,-5.2147,2.0640,3.3160,3.3236,-4.4834,-0.9428
2078,10.3850,-5.2289,1.9170,3.3332,3.3454,-4.4051,-0.7735
2079,10.3900,-5.2415,1.7794,3.3429,3.3558,-4.3430,-0.7065
2080,10.3950,-5.2473,1.6308,3.3298,3.3425,-4.3135,-0.5348
2081,10.4000,-5.2710,1.4647,3.3326,3.3513,-4.2557,-0.4385
2082,10.4050,-5.2916,1.2879,3.3451,3.3496,-4.1878,-0.2733
2083,10.4100,-5.3106,1.1273,3.3041,3.3490,-4.1244,-0.1366
2084,10.4150,-5.3265,0.9766,3.3045,3.3327,-4.0733,0.0137
2085,10.4200,-5.3367,0.8068,3.3420,3.3259,-4.0182,0.1438
2086,10.4250,-5.3441,0.6515,3.3129,3.3425,-3.9585,0.2885
2087,10.4300,-5.3587,0.4682,3.3179,3.3129,-3.8822,0.4326
2088,10.4350,-5.3530,0.3432,3.3094,3.2908,-3.8184,0.5477
2089,10.4400,-5.3750,0.1510,3.3123,3.3132,-3.7731,0.6774
2090,10.4450,-5.3746,0.0411,3.3148,3.3262,-3.6952,0.7995
2091,10.4500,-5.3614,-0.1090,3.3238,3.3174,-3.6196,0.9876
2092,10.4550,-5.3597,-0.2318,3.3213,3.3139,-3.5232,1.0918
2093,10.4600,-5.3556,-0.3841,3.3301,3.2980,-3.4537,1.3024
2094,10.4650,-5.3465,-0.5151,3.3091,3.3097,-3.3536,1.3927
2095,10.4700,-5.3397,-0.6253,3.3010,3.3334,-3.2858,1.5994
2096,10.4750,-5.3536,-0.7810,3.3041,3.3314,-3.2139,1.6554
2097,10.4800,-5.3397,-0.9118,3.3038,3.2944,-3.1165,1.8490
2098,10.4850,-5.3435,-1.0444,3.3123,3.2820,-3.0282,1.9316
2099,10.4900,-5.3201,-1.1746,3.3060,3.3210,-2.9355,2.1044
2100,10.4950,-5.2842,-1.3167,3.2904,3.3110,-2.8421,2.2072
2101,10.5000,-5.2330,-1.4478,3.2991,3.3058,-2.7518,2.3651
2102,10.5050,-5.2134,-1.5709,3.2885,3.3002,-2.6490,2.5274
2103,10.5100,-5.1839,-1.6958,3.2897,3.3142,-2.5480,2.5964
2104,10.5150,-5.1846,-1.8039,3.2876,3.2944,-2.4586,2.7227
2105,10.5200,-5.1612,-1.9439,3.2672,3.3090,-2.3458,2.7872
2106,10.5250,-5.1158,-2.0363,3.2741,3.3080,-2.2118,2.9526
2107,10.5300,-5.0958,-2.1581,3.2819,3.3093,-2.0922,3.0528
2108,10.5350,-5.0576,-2.2720,3.2625,3.2934,-1.9764,3.2022
2109,10.5400,-5.0491,-2.4015,3.2547,3.2970,-1.8632,3.1954
2110,10.5450,-4.9776,-2.5234,3.2510,3.2710,-1.8007,3.3489
2111,10.5500,-4.9268,-2.6127,3.2485,3.3197,-1.7144,3.3273
2112,10.5550,-4.8868,-2.7189,3.2513,3.3022,-1.6063,3.4515
2113,10.5600,-4.8526,-2.8457,3.2269,3.2765,-1.4740,3.4318
2114,10.5650,-4.7960,-2.9087,3.2172,3.2612,-1.3782,3.5660
2115,10.5700,-4.7456,-2.9522,3.2103,3.2775,-1.2694,3.5566
2116,10.5750,-4.6859,-3.0987,3.1991,3.2460,-1.1556,3.6580
2117,10.5800,-4.6622,-3.1895,3.1684,3.2450,-1.0484,3.6492
2118,10.5850,-4.6070,-3.2699,3.1687,3.2203,-0.9077,3.7505
2119,10.5900,-4.5630,-3.3335,3.1493,3.2408,-0.7633,3.7711
2120,10.5950,-4.5163,-3.4259,3.1446,3.2070,-0.6199,3.8560
2121,10.6000,-4.4332,-3.4848,3.1409,3.1898,-0.4970,3.8211
2122,10.6050,-4.3533,-3.5536,3.1428,3.1982,-0.3681,3.9049
2123,10.6100,-4.2568,-3.6174,3.1337,3.2210,-0.2079,3.8873
2124,10.6150,-4.1917,-3.6905,3.1052,3.1995,-0.1111,3.9769
2125,10.6200,-4.1362,-3.7866,3.0818,3.1771,0.0306,3.9453
2126,10.6250,-3.9868,-3.8431,3.1049,3.1800,0.1743,4.0300
2127,10.6300,-3.9089,-3.8968,3.0821,3.1687,0.3133,4.0060
2128,10.6350,-3.8293,-3.9920,3.0689,3.1544,0.4749,4.0531
2129,10.6400,-3.6843,-4.0377,3.0489,3.1232,0.6069,4.0484
2130,10.6450,-3.6033,-4.1070,3.0299,3.1596,0.7523,4.1082
2131,10.6500,-3.5013,-4.1445,2.9995,3.1316,0.8923,4.0505
2132,10.6550,-3.4245,-4.1921,2.9858,3.1190,1.0391,4.1284
2133,10.6600,-3.3150,-4.2482,2.9461,3.1021,1.1717,4.1052
2134,10.6650,-3.2317,-4.3280,2.9313,3.1040,1.2869,4.1589
2135,10.6700,-3.1219,-4.3474,2.9145,3.0972,1.4018,4.1477
2136,10.6750,-3.0268,-4.4134,2.8879,3.1264,1.5220,4.1896
2137,10.6800,-2.9509,-4.4585,2.8791,3.0991,1.6496,4.1594
2138,10.6850,-2.8757,-4.5279,2.8441,3.0852,1.7961,4.2195
2139,10.6900,-2.7923,-4.5531,2.8275,3.0813,1.9246,4.1963
2140,10.6950,-2.6826,-4.6209,2.7822,3.0384,2.0650,4.2348
2141,10.7000,-2.5623,-4.7010,2.7634,3.0218,2.1852,4.2212
2142,10.7050,-2.4160,-4.7221,2.7325,2.9932,2.3065,4.2503
2143,10.7100,-2.3377,-4.7562,2.7034,2.9945,2.4431,4.2590
2144,10.7150,-2.2019,-4.8173,2.6705,2.9903,2.5426,4.2786
2145,10.7200,-2.1118,-4.8624,2.6321,2.9520,2.6601,4.2174
2146,10.7250,-1.9953,-4.8790,2.5942,2.9068,2.7461,4.2637
2147,10.7300,-1.8821,-4.9017,2.5708,2.8980,2.8519,4.2690
2148,10.7350,-1.7737,-4.9192,2.5107,2.8769,2.9670,4.3276
2149,10.7400,-1.6697,-4.9521,2.4357,2.8743,3.0880,4.2810
2150,10.7450,-1.5749,-4.9957,2.4363,2.8675,3.1400,4.3232
2151,10.7500,-1.4790,-5.0313,2.3959,2.8158,3.2116,4.3121
2152,10.7550,-1.4004,-5.0748,2.3259,2.8184,3.2737,4.3308
2153,10.7600,-1.2751,-5.0528,2.3178,2.7834,3.3573,4.3088
2154,10.7650,-1.1447,-5.0960,2.2665,2.7934,3.4211,4.3622
2155,10.7700,-1.0247,-5.0975,2.2286,2.7863,3.5013,4.3360
2156,10.7750,-0.9356,-5.1249,2.1567,2.7210,3.5198,4.3645
2157,10.7800,-0.8435,-5.0960,2.1029,2.6908,3.5544,4.3557
2158,10.7850,-0.7188,-5.1193,2.0444,2.6274,3.6024,4.3794
2159,10.7900,-0.5972,-5.1310,1.9894,2.6622,3.6730,4.3818
2160,10.7950,-0.4844,-5.1673,1.8800,2.5884,3.6951,4.3973
2161,10.8000,-0.3645,-5.1829,1.8118,2.5368,3.7179,4.3821
2162,10.8050,-0.2673,-5.1841,1.7820,2.5075,3.7639,4.3724
2163,10.8100,-0.1369,-5.1777,1.6801,2.4617,3.7750,4.3818
2164,10.8150,-0.0176,-5.1589,1.6366,2.4042,3.7734,4.3882
2165,10.8200,0.1020,-5.1629,1.5516,2.3337,3.8073,4.3911
2166,10.8250,0.2185,-5.1697,1.4687,2.2645,3.8385,4.3952
2167,10.8300,0.3624,-5.1706,1.3933,2.2155,3.8728,4.3961
2168,10.8350,0.4688,-5.1896,1.3192,2.1265,3.9023,4.3976
2169,10.8400,0.6362,-5.1540,1.2210,2.0465,3.9101,4.4216
2170,10.8450,0.7259,-5.1387,1.1384,1.9874,3.9473,4.3982
2171,10.8500,0.8567,-5.1368,1.0490,1.9091,3.9493,4.4403
2172,10.8550,0.9326,-5.1301,0.9940,1.8533,3.9802,4.4011
2173,10.8600,1.0366,-5.1243,0.8763,1.7418,4.0125,4.4111
2174,10.8650,1.1487,-5.1098,0.7919,1.6512,4.0138,4.4017
2175,10.8700,1.2845,-5.0580,0.6993,1.5550,4.0319,4.4011
2176,10.8750,1.3879,-5.0546,0.6061,1.4758,4.0316,4.4087
2177,10.8800,1.4705,-5.0393,0.4938,1.4088,4.0464,4.4307
2178,10.8850,1.5999,-5.0429,0.3741,1.2965,4.0588,4.4008
2179,10.8900,1.7056,-5.0104,0.2765,1.1717,4.0914,4.4406
2180,10.8950,1.8191,-4.9788,0.1664,1.0872,4.0894,4.3920
2181,10.9000,1.9221,-4.9373,0.0519,1.0012,4.1001,4.4301
2182,10.9050,1.9946,-4.9171,-0.0619,0.8865,4.1075,4.4111
2183,10.9100,2.0728,-4.8763,-0.1745,0.8179,4.1404,4.4793
2184,10.9150,2.1602,-4.8576,-0.3200,0.6977,4.1169,4.4052
2185,10.9200,2.2236,-4.8373,-0.4845,0.5678,4.1290,4.4685
2186,10.9250,2.3371,-4.8376,-0.5749,0.4460,4.1451,4.4090
2187,10.9300,2.4187,-4.7922,-0.6746,0.3229,4.1757,4.4509
2188,10.9350,2.4746,-4.7299,-0.8354,0.1624,4.1619,4.3929
2189,10.9400,2.5302,-4.7234,-1.0086,0.0724,4.1629,4.4398
2190,10.9450,2.6348,-4.6730,-1.1613,-0.0738,4.1602,4.3785
2191,10.9500,2.6894,-4.6150,-1.2638,-0.1748,4.1780,4.4383
2192,10.9550,2.7270,-4.5850,-1.4002,-0.3038,4.1730,4.3724
2193,10.9600,2.7446,-4.5540,-1.5532,-0.4574,4.1770,4.4131
2194,10.9650,2.8306,-4.5386,-1.6974,-0.5435,4.1723,4.3542
2195,10.9700,2.8852,-4.4822,-1.8316,-0.6760,4.1985,4.4122
2196,10.9750,2.9516,-4.4361,-1.9958,-0.7799,4.1901,4.3226
2197,10.9800,2.9980,-4.3925,-2.1440,-0.9382,4.2012,4.4028
2198,10.9850,3.0373,-4.3354,-2.2832,-1.0314,4.2089,4.3478
2199,10.9900,3.0867,-4.2789,-2.3870,-1.1454,4.2002,4.4073
2200,10.9950,3.1264,-4.2590,-2.5525,-1.2766,4.2072,4.3498
2201,11.0000,3.1507,-4.2424,-2.6783,-1.3877,4.2099,4.3885
2202,11.0050,3.1782,-4.1816,-2.7927,-1.4890,4.2126,4.3422
2203,11.0100,3.2087,-4.1196,-2.9294,-1.5771,4.2082,4.3935
2204,11.0150,3.2280,-4.1153,-3.0567,-1.7297,4.2257,4.3085
2205,11.0200,3.2402,-4.0668,-3.2003,-1.8295,4.2290,4.3727
2206,11.0250,3.2730,-4.0223,-3.3236,-1.9318,4.2411,4.3135
2207,11.0300,3.2774,-3.9324,-3.4171,-2.0172,4.2435,4.3826
2208,11.0350,3.3073,-3.8661,-3.5697,-2.1133,4.2244,4.2895
2209,11.0400,3.3127,-3.8231,-3.6895,-2.2137,4.2324,4.3308
2210,11.0450,3.3536,-3.7740,-3.7912,-2.3277,4.2344,4.3080
2211,11.0500,3.4021,-3.7188,-3.9082,-2.4011,4.2509,4.3572
2212,11.0550,3.3730,-3.6478,-4.0330,-2.5005,4.2442,4.3144
2213,11.0600,3.4018,-3.5803,-4.1493,-2.5876,4.2405,4.3551
2214,11.0650,3.4238,-3.5296,-4.2557,-2.6571,4.2129,4.2945
2215,11.0700,3.4434,-3.4428,-4.3645,-2.7548,4.2049,4.3085
2216,11.0750,3.4316,-3.3836,-4.4928,-2.8549,4.2022,4.2778
2217,11.0800,3.4339,-3.3225,-4.6079,-2.9228,4.2237,4.3030
2218,11.0850,3.4455,-3.2488,-4.6980,-2.9884,4.2344,4.2760
2219,11.0900,3.4685,-3.1594,-4.7937,-3.0679,4.2328,4.2848
2220,11.0950,3.4695,-3.1294,-4.8738,-3.1845,4.2119,4.2306
2221,11.1000,3.5081,-3.0397,-4.9442,-3.2238,4.2213,4.2702
2222,11.1050,3.5054,-2.9569,-5.0317,-3.2541,4.2069,4.2004
2223,11.1100,3.5061,-2.8547,-5.0993,-3.3060,4.2015,4.2423
2224,11.1150,3.5180,-2.7828,-5.2132,-3.4080,4.1982,4.2045
2225,11.1200,3.5122,-2.7214,-5.2861,-3.4863,4.2066,4.2075
2226,11.1250,3.5329,-2.6600,-5.3652,-3.5730,4.2156,4.1752
2227,11.1300,3.5684,-2.5667,-5.4246,-3.6448,4.2123,4.1797
2228,11.1350,3.5735,-2.4396,-5.5191,-3.7318,4.2089,4.1416
2229,11.1400,3.5664,-2.3506,-5.6452,-3.7886,4.2126,4.1533
2230,11.1450,3.5840,-2.2315,-5.6724,-3.8578,4.2109,4.1275
2231,11.1500,3.5952,-2.1099,-5.7259,-3.9072,4.2284,4.1366
2232,11.1550,3.5843,-2.0599,-5.7838,-3.9800,4.1958,4.0909
2233,11.1600,3.5600,-1.9902,-5.8513,-4.0595,4.1901,4.0710
2234,11.1650,3.5630,-1.8742,-5.9042,-4.1082,4.1911,4.0361
2235,11.1700,3.5854,-1.7582,-5.9421,-4.1771,4.1989,4.0349
2236,11.1750,3.5623,-1.6838,-6.0106,-4.2421,4.2005,4.0423
2237,11.1800,3.5766,-1.5746,-6.0860,-4.3080,4.1894,4.0276
2238,11.1850,3.5969,-1.4659,-6.1169,-4.3700,4.1874,3.9664
2239,11.1900,3.5667,-1.3321,-6.1732,-4.4015,4.1743,3.9602
2240,11.1950,3.6057,-1.2366,-6.2186,-4.4317,4.2045,3.9227
2241,11.2000,3.5647,-1.1441,-6.2737,-4.4941,4.1891,3.8818
2242,11.2050,3.6003,-1.0475,-6.3093,-4.5818,4.1760,3.8411
2243,11.2100,3.6067,-0.8992,-6.3400,-4.6094,4.1679,3.8443
2244,11.2150,3.6179,-0.8083,-6.3656,-4.6682,4.1491,3.8033
2245,11.2200,3.6341,-0.6993,-6.4019,-4.7016,4.1602,3.7432
2246,11.2250,3.6341,-0.5584,-6.4323,-4.7240,4.1538,3.7394
2247,11.2300,3.6436,-0.4713,-6.4679,-4.7442,4.1659,3.6917
2248,11.2350,3.6206,-0.3663,-6.5042,-4.7916,4.1498,3.6360
2249,11.2400,3.6084,-0.2729,-6.5205,-4.8237,4.1243,3.6111
2250,11.2450,3.5992,-0.1465,-6.5461,-4.8338,4.1206,3.5405
2251,11.2500,3.6267,-0.0074,-6.5658,-4.8741,4.1230,3.5300
2252,11.2550,3.6511,0.0982,-6.5712,-4.9189,4.1155,3.4269
2253,11.2600,3.6396,0.2204,-6.5837,-4.9530,4.0890,3.3855
2254,11.2650,3.6331,0.4141,-6.5815,-4.9442,4.0924,3.3217
2255,11.2700,3.6223,0.5424,-6.5927,-4.9647,4.0712,3.2479
2256,11.2750,3.6043,0.6944,-6.5927,-4.9978,4.0682,3.1606
2257,11.2800,3.6115,0.8547,-6.5937,-5.0303,4.0487,3.1076
2258,11.2850,3.5979,1.0186,-6.5743,-5.0326,4.0457,2.9734
2259,11.2900,3.6006,1.2096,-6.5599,-5.0079,4.0517,2.9330
2260,11.2950,3.5779,1.3572,-6.5583,-5.0072,4.0292,2.7651
2261,11.3000,3.6101,1.4975,-6.5430,-5.0218,3.9920,2.7139
2262,11.3050,3.6067,1.6483,-6.4848,-4.9881,3.9789,2.5798
2263,11.3100,3.6108,1.8383,-6.4636,-4.9455,3.9799,2.5484
2264,11.3150,3.5891,1.9538,-6.4357,-4.9358,3.9530,2.3484
2265,11.3200,3.6067,2.0818,-6.4201,-4.8867,3.9382,2.2813
2266,11.3250,3.6172,2.2110,-6.3716,-4.8793,3.9157,2.1170
2267,11.3300,3.5684,2.3750,-6.3212,-4.8283,3.9117,2.0939
2268,11.3350,3.5691,2.4637,-6.2855,-4.8276,3.8781,1.8959
2269,11.3400,3.5715,2.5844,-6.2302,-4.7802,3.8637,1.8244
2270,11.3450,3.5891,2.7219,-6.1773,-4.7374,3.8163,1.6630
2271,11.3500,3.5928,2.8368,-6.1082,-4.6594,3.8006,1.6047
2272,11.3550,3.5894,2.9390,-6.0397,-4.6302,3.7811,1.4360
2273,11.3600,3.5644,3.0231,-5.9805,-4.5763,3.7445,1.3408
2274,11.3650,3.5525,3.1417,-5.9414,-4.5191,3.7445,1.1689
2275,11.3700,3.5850,3.2454,-5.8570,-4.4379,3.7042,1.1018
2276,11.3750,3.5728,3.3436,-5.7978,-4.3918,3.6763,0.9103
2277,11.3800,3.5671,3.4778,-5.7325,-4.3414,3.6273,0.8382
2278,11.3850,3.5911,3.5893,-5.6399,-4.2651,3.6018,0.6358
2279,11.3900,3.6104,3.6590,-5.5589,-4.2430,3.5739,0.5743
2280,11.3950,3.5935,3.7305,-5.4997,-4.1365,3.5292,0.3986
2281,11.4000,3.5518,3.8721,-5.4412,-4.0800,3.4802,0.2750
2282,11.4050,3.5705,3.9869,-5.3737,-4.0342,3.4483,0.1089
2283,11.4100,3.5813,4.1008,-5.2814,-3.9735,3.3741,0.0509
2284,11.4150,3.5843,4.2346,-5.2382,-3.9098,3.2914,-0.1479
2285,11.4200,3.5525,4.3636,-5.1193,-3.8130,3.2323,-0.2291
2286,11.4250,3.5393,4.4582,-5.0414,-3.7042,3.1733,-0.3779
2287,11.4300,3.5474,4.5779,-4.9486,-3.5892,3.1017,-0.4891
2288,11.4350,3.5322,4.6516,-4.8591,-3.5061,2.9868,-0.6482
2289,11.4400,3.5386,4.7481,-4.7643,-3.4171,2.9399,-0.7211
2290,11.4450,3.5132,4.8537,-4.6777,-3.3476,2.8468,-0.9089
2291,11.4500,3.5213,4.9458,-4.5622,-3.2742,2.7595,-0.9776
2292,11.4550,3.5166,5.0173,-4.4803,-3.2167,2.6853,-1.1467
2293,11.4600,3.4600,5.1435,-4.3592,-3.1677,2.5923,-1.2363
2294,11.4650,3.4675,5.2949,-4.2300,-3.0946,2.5069,-1.4225
2295,11.4700,3.4638,5.3545,-4.1087,-3.0257,2.4425,-1.4767
2296,11.4750,3.4522,5.4429,-3.9961,-2.9266,2.3461,-1.6589
2297,11.4800,3.4478,5.5064,-3.8675,-2.8513,2.2383,-1.7236
2298,11.4850,3.4509,5.6007,-3.7533,-2.7328,2.1419,-1.8888
2299,11.4900,3.4184,5.6812,-3.6332,-2.6347,2.0210,-1.9380
2300,11.4950,3.4285,5.7472,-3.5147,-2.4966,1.8907,-2.0636
2301,11.5000,3.4207,5.8406,-3.3939,-2.4229,1.7746,-2.1178
2302,11.5050,3.3621,5.8863,-3.2488,-2.3381,1.6637,-2.2777
2303,11.5100,3.3543,5.9667,-3.1162,-2.2183,1.5465,-2.3225
2304,11.5150,3.3408,6.0493,-2.9554,-2.1481,1.4213,-2.4584
2305,11.5200,3.2961,6.0832,-2.8106,-2.0464,1.3151,-2.5176
2306,11.5250,3.2602,6.1341,-2.6861,-1.9477,1.1617,-2.6722
2307,11.5300,3.2375,6.1829,-2.5794,-1.7901,1.0428,-2.7255
2308,11.5350,3.2490,6.2425,-2.4712,-1.6365,0.8853,-2.8839
2309,11.5400,3.2375,6.2959,-2.3483,-1.5192,0.7745,-2.9495
2310,11.5450,3.2083,6.3429,-2.1681,-1.3906,0.6267,-3.0866
2311,11.5500,3.2009,6.4317,-1.9976,-1.2477,0.5122,-3.1341
2312,11.5550,3.1602,6.4479,-1.8422,-1.1450,0.3775,-3.2755
2313,11.5600,3.1518,6.4857,-1.6949,-1.0021,0.2418,-3.3062
2314,11.5650,3.1030,6.5287,-1.5404,-0.8871,0.1162,-3.4565
2315,11.5700,3.0959,6.6020,-1.3765,-0.7319,-0.0248,-3.4949
2316,11.5750,3.0457,6.6098,-1.2085,-0.6289,-0.1528,-3.6237
2317,11.5800,2.9760,6.6337,-1.0377,-0.5289,-0.2948,-3.6489
2318,11.5850,2.9448,6.6754,-0.8698,-0.3499,-0.3989,-3.7754
2319,11.5900,2.9241,6.7344,-0.7128,-0.1978,-0.5000,-3.8340
2320,11.5950,2.8730,6.7384,-0.5908,-0.0494,-0.6179,-3.9693
2321,11.6000,2.8161,6.7568,-0.4497,0.0942,-0.7435,-4.0044
2322,11.6050,2.7802,6.8041,-0.3049,0.2280,-0.8362,-4.1409
2323,11.6100,2.7348,6.8406,-0.1645,0.3404,-0.9406,-4.1450
2324,11.6150,2.6981,6.8849,-0.0566,0.4853,-1.0424,-4.2642
2325,11.6200,2.6619,6.8907,0.0679,0.6074,-1.1546,-4.3084
2326,11.6250,2.5939,6.9042,0.1973,0.7361,-1.2698,-4.4159
2327,11.6300,2.5461,6.9355,0.3447,0.8835,-1.3752,-4.4273
2328,11.6350,2.4607,6.9334,0.4410,0.9894,-1.5002,-4.5562
2329,11.6400,2.4173,6.9616,0.5501,1.0914,-1.6187,-4.5752
2330,11.6450,2.3367,6.9653,0.6765,1.2256,-1.6993,-4.6733
2331,11.6500,2.2642,7.0338,0.7697,1.3150,-1.8068,-4.6973
2332,11.6550,2.2151,6.9902,0.8641,1.4095,-1.9545,-4.7966
2333,11.6600,2.1480,6.9601,0.9655,1.5355,-2.0408,-4.8062
2334,11.6650,2.0779,6.9819,1.0396,1.6463,-2.1392,-4.9052
2335,11.6700,2.0132,7.0427,1.1400,1.7421,-2.2286,-4.9360
2336,11.6750,1.9116,7.0092,1.2150,1.8247,-2.3202,-5.0297
2337,11.6800,1.8462,7.0206,1.3189,1.9212,-2.4153,-5.0191
2338,11.6850,1.7761,7.0402,1.4046,2.0206,-2.4892,-5.1008
2339,11.6900,1.6897,7.0252,1.4724,2.1167,-2.5758,-5.1468
2340,11.6950,1.6030,7.0187,1.5375,2.2109,-2.6672,-5.2203
2341,11.7000,1.4830,7.0728,1.6157,2.2659,-2.7458,-5.2355
2342,11.7050,1.4183,7.0233,1.7470,2.3305,-2.8304,-5.3152
2343,11.7100,1.3221,7.0540,1.8121,2.4136,-2.8784,-5.2809
2344,11.7150,1.2551,7.0799,1.8971,2.4585,-2.9876,-5.3796
2345,11.7200,1.1291,7.0540,1.9237,2.5391,-3.0554,-5.3828
2346,11.7250,1.0518,7.0494,2.0538,2.5800,-3.1132,-5.4467
2347,11.7300,0.9407,7.0774,2.0951,2.6005,-3.1931,-5.4326
2348,11.7350,0.8343,7.0424,2.1551,2.6749,-3.2818,-5.5087
2349,11.7400,0.7581,7.0227,2.1886,2.7041,-3.3553,-5.4921
2350,11.7450,0.6230,6.9727,2.2712,2.7369,-3.4121,-5.5389
2351,11.7500,0.5186,6.9589,2.3187,2.7977,-3.4873,-5.5178
2352,11.7550,0.4221,6.9659,2.3606,2.8103,-3.5501,-5.5772
2353,11.7600,0.3001,6.9727,2.4075,2.8500,-3.6199,-5.5579
