开始时间：,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061,2025-10-21 14.40.19.061
结束时间：,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056,2025-10-21 14.42.49.056
采样频率：,200Hz,200Hz,200Hz,200Hz,200Hz,200Hz
数据长度：,30000,30000,30000,30000,30000,30000
序列号:,201119103,201119084,201119085,201119088,201119101,201119105
测点标签:,1,9084,9085,9088,9101,9105
序号：,波高(mm),波高(mm),波高(mm),波高(mm),波高(mm),波高(mm)
1749,-3.8136,-4.9084,-4.3338,-2.0627,-1.3235,2.9937
1750,-3.6700,-4.9228,-4.4714,-2.1651,-1.5465,2.9421
1751,-3.5305,-4.9615,-4.5884,-2.3041,-1.7316,2.9084
1752,-3.3502,-4.8992,-4.7148,-2.4415,-1.9294,2.8672
1753,-3.2025,-4.8973,-4.8196,-2.5526,-2.1131,2.8039
1754,-3.0525,-4.8672,-4.9409,-2.6611,-2.3109,2.7488
1755,-2.8943,-4.8538,-5.0426,-2.7962,-2.5000,2.7503
1756,-2.7791,-4.7899,-5.1393,-2.9040,-2.6615,2.6727
1757,-2.6511,-4.7424,-5.2315,-3.0018,-2.8496,2.6290
1758,-2.4797,-4.6862,-5.2988,-3.1002,-3.0155,2.5441
1759,-2.2896,-4.6493,-5.3798,-3.2155,-3.1703,2.5212
1760,-2.1334,-4.5324,-5.4493,-3.3162,-3.3308,2.4375
1761,-1.9858,-4.4578,-5.5212,-3.3977,-3.4867,2.3894
1762,-1.8052,-4.3712,-5.5665,-3.4705,-3.6193,2.2310
1763,-1.6565,-4.3147,-5.6419,-3.5556,-3.7761,2.1981
1764,-1.5329,-4.2082,-5.6795,-3.6381,-3.9064,2.0450
1765,-1.4031,-4.0686,-5.7070,-3.6823,-4.0388,1.9712
1766,-1.2344,-4.0093,-5.7380,-3.7631,-4.1704,1.7875
1767,-1.0650,-3.9093,-5.7815,-3.8307,-4.2883,1.6964
1768,-0.9024,-3.7804,-5.8021,-3.8944,-4.4418,1.5136
1769,-0.7110,-3.6656,-5.8296,-3.9551,-4.5845,1.4030
1770,-0.5315,-3.5565,-5.8481,-3.9713,-4.6866,1.2319
1771,-0.3350,-3.4067,-5.8493,-4.0233,-4.7994,1.1030
1772,-0.1789,-3.2754,-5.8281,-4.0571,-4.8871,0.8640
1773,-0.0450,-3.1409,-5.8349,-4.0977,-4.9872,0.7176
1774,0.0911,-2.9985,-5.7943,-4.1298,-5.1098,0.5371
1775,0.2219,-2.8147,-5.7549,-4.1383,-5.1984,0.3605
1776,0.3127,-2.6903,-5.7220,-4.1393,-5.2757,0.1728
1777,0.4753,-2.5375,-5.6742,-4.1399,-5.3328,-0.0387
1778,0.6484,-2.3812,-5.6260,-4.1178,-5.4059,-0.2551
1779,0.7856,-2.2188,-5.5481,-4.0934,-5.4799,-0.4780
1780,0.9238,-2.0322,-5.4849,-4.0717,-5.5487,-0.6297
1781,1.0241,-1.8682,-5.3826,-4.0661,-5.6001,-0.8617
1782,1.1345,-1.6528,-5.2969,-4.0308,-5.6367,-1.0494
1783,1.2416,-1.4575,-5.2075,-3.9824,-5.6803,-1.2708
1784,1.3357,-1.2592,-5.1089,-3.9297,-5.6867,-1.4266
1785,1.4055,-1.0900,-4.9947,-3.8956,-5.7029,-1.6712
1786,1.4963,-0.8607,-4.8774,-3.8372,-5.7123,-1.8085
1787,1.5251,-0.6458,-4.7392,-3.7440,-5.7233,-2.0545
1788,1.6091,-0.4012,-4.6225,-3.6702,-5.7146,-2.2142
1789,1.6989,-0.1949,-4.4889,-3.5712,-5.6968,-2.4151
1790,1.7443,0.0013,-4.3438,-3.4682,-5.6934,-2.5571
1791,1.7815,0.1775,-4.2078,-3.3338,-5.6243,-2.7861
1792,1.8554,0.4311,-4.0667,-3.2295,-5.5863,-2.9106
1793,1.8855,0.5711,-3.8974,-3.1034,-5.5081,-3.1156
1794,1.9458,0.7853,-3.7282,-2.9940,-5.4342,-3.2494
1795,1.9529,0.9705,-3.5681,-2.9144,-5.3808,-3.4357
1796,2.0024,1.2008,-3.3901,-2.7592,-5.3032,-3.5531
1797,2.0424,1.4427,-3.1974,-2.6429,-5.2135,-3.6987
1798,2.0877,1.6671,-3.0176,-2.4996,-5.1182,-3.8363
1799,2.1121,1.9194,-2.8446,-2.3973,-4.9919,-4.0056
1800,2.1244,2.1451,-2.6551,-2.2583,-4.9086,-4.1242
1801,2.1511,2.3653,-2.4499,-2.0991,-4.7689,-4.2642
1802,2.1735,2.5559,-2.2619,-1.9643,-4.6486,-4.3664
1803,2.1613,2.7275,-2.0573,-1.8156,-4.5462,-4.5055
1804,2.1704,2.9772,-1.8472,-1.6573,-4.4129,-4.6129
1805,2.1901,3.2135,-1.6573,-1.4686,-4.2749,-4.7415
1806,2.2222,3.3830,-1.4647,-1.3585,-4.1395,-4.8340
1807,2.2592,3.5405,-1.2701,-1.1961,-4.0166,-4.9474
1808,2.2636,3.6833,-1.0865,-1.0730,-3.8504,-5.0437
1809,2.2920,3.8249,-0.9286,-0.9200,-3.7013,-5.1038
1810,2.2480,3.9842,-0.7503,-0.7748,-3.5448,-5.2013
1811,2.2866,4.1089,-0.5774,-0.6565,-3.3846,-5.2382
1812,2.2863,4.2255,-0.3941,-0.5081,-3.2146,-5.3202
1813,2.2880,4.4193,-0.2361,-0.3885,-3.0148,-5.3401
1814,2.2832,4.5728,-0.0898,-0.2531,-2.8479,-5.4493
1815,2.3151,4.7125,0.0469,-0.1037,-2.6793,-5.4728
1816,2.2992,4.8577,0.1676,0.0253,-2.4627,-5.5202
1817,2.3025,4.9833,0.2915,0.1809,-2.2736,-5.4789
1818,2.3113,5.1120,0.4103,0.3125,-2.0604,-5.5524
1819,2.3113,5.2075,0.5257,0.4294,-1.8572,-5.5240
1820,2.3456,5.3453,0.6211,0.5363,-1.6315,-5.5653
1821,2.2910,5.4721,0.7252,0.6152,-1.4653,-5.4915
1822,2.3354,5.6189,0.8353,0.6916,-1.2131,-5.5017
1823,2.3286,5.6696,0.8766,0.8004,-0.9713,-5.4028
1824,2.3347,5.8240,0.9908,0.8563,-0.7684,-5.3527
1825,2.3374,5.8587,1.1068,0.9349,-0.5565,-5.2672
1826,2.3215,5.9631,1.2216,0.9856,-0.3301,-5.2177
1827,2.3256,6.0396,1.2960,1.0717,-0.0907,-5.1184
1828,2.3296,6.1182,1.3588,1.1116,0.1128,-5.0434
1829,2.3307,6.1691,1.4492,1.1597,0.3321,-4.9207
1830,2.3378,6.1925,1.5174,1.2120,0.5585,-4.8173
1831,2.3354,6.2567,1.5934,1.2247,0.7667,-4.7316
1832,2.3361,6.2954,1.6375,1.2581,0.9712,-4.6138
1833,2.3564,6.3764,1.7079,1.3020,1.1441,-4.4926
1834,2.3283,6.4894,1.7557,1.3381,1.3624,-4.3552
1835,2.3222,6.5269,1.7835,1.3267,1.5408,-4.2155
1836,2.3273,6.5662,1.8367,1.3575,1.7201,-4.0560
1837,2.3357,6.6073,1.8755,1.3670,1.8736,-3.9625
1838,2.3290,6.6248,1.9193,1.3725,2.0348,-3.8152
1839,2.3245,6.6866,1.9577,1.3975,2.2003,-3.6896
1840,2.3283,6.6995,2.0012,1.4141,2.3608,-3.5168
1841,2.3090,6.7354,1.9987,1.4352,2.4834,-3.3762
1842,2.3425,6.7784,2.0659,1.4485,2.6040,-3.1876
1843,2.3090,6.7728,2.0856,1.4599,2.7245,-3.0685
1844,2.3151,6.7965,2.1094,1.4794,2.8495,-2.8693
1845,2.2910,6.7830,2.1291,1.4859,2.9280,-2.7290
1846,2.3029,6.8208,2.1510,1.5226,3.0157,-2.5454
1847,2.3144,6.8306,2.1710,1.4820,3.1205,-2.3919
1848,2.2680,6.8309,2.2054,1.5076,3.1423,-2.2224
1849,2.2582,6.8754,2.2167,1.5135,3.1913,-1.9992
1850,2.2636,6.8791,2.2448,1.5261,3.2524,-1.8525
1851,2.2565,6.8456,2.2598,1.5463,3.2958,-1.6328
1852,2.2128,6.8653,2.2736,1.5417,3.3350,-1.4960
1853,2.2124,6.8530,2.2827,1.5333,3.3968,-1.2538
1854,2.1843,6.8763,2.2895,1.5317,3.4338,-1.0983
1855,2.1735,6.8300,2.2924,1.5336,3.4596,-0.8564
1856,2.1474,6.8081,2.3252,1.5690,3.4979,-0.6772
1857,2.1230,6.7772,2.3133,1.5833,3.5278,-0.4452
1858,2.1244,6.8128,2.3377,1.6113,3.5809,-0.2748
1859,2.0806,6.7622,2.3405,1.5889,3.5940,-0.0580
1860,2.0725,6.7557,2.3458,1.6317,3.6134,0.1072
1861,2.0430,6.6890,2.3389,1.6135,3.6494,0.3476
1862,2.0075,6.6985,2.3587,1.6142,3.6719,0.4944
1863,1.9912,6.6694,2.3096,1.6522,3.6897,0.7068
1864,1.9577,6.6083,2.3565,1.6191,3.6964,0.8344
1865,1.8994,6.5555,2.3349,1.6314,3.7252,1.0283
1866,1.8564,6.5404,2.3596,1.6304,3.7451,1.1929
1867,1.7771,6.4738,2.3596,1.6321,3.7484,1.3259
1868,1.7060,6.3927,2.3618,1.6769,3.7484,1.4937
1869,1.6582,6.3070,2.3574,1.6525,3.7615,1.6308
1870,1.6159,6.2585,2.3787,1.6772,3.7672,1.7931
1871,1.5044,6.2137,2.3687,1.6672,3.7645,1.8892
1872,1.4465,6.1455,2.3768,1.6915,3.7871,2.0432
1873,1.3571,6.0472,2.3627,1.6642,3.7844,2.1141
1874,1.2832,6.0030,2.3571,1.6824,3.7850,2.2565
1875,1.1813,5.9103,2.3662,1.6369,3.7985,2.2960
1876,1.0935,5.8133,2.3768,1.6600,3.7897,2.4055
1877,0.9939,5.7083,2.3702,1.6905,3.7897,2.4811
1878,0.8808,5.6244,2.3749,1.6704,3.8122,2.5845
1879,0.7456,5.5001,2.3521,1.6659,3.8153,2.5994
1880,0.5966,5.3895,2.3618,1.6876,3.8146,2.6782
1881,0.4523,5.2676,2.3508,1.6711,3.8112,2.6897
1882,0.3245,5.1319,2.3452,1.6694,3.8425,2.7444
1883,0.1636,4.9729,2.3321,1.6711,3.8471,2.7769
1884,0.0363,4.8405,2.3343,1.6665,3.8495,2.8027
1885,-0.1633,4.6913,2.3268,1.6883,3.8448,2.8525
1886,-0.3066,4.5596,2.3490,1.6756,3.8650,2.8677
1887,-0.4735,4.4254,2.3236,1.6532,3.8425,2.8976
1888,-0.6714,4.2181,2.3189,1.6480,3.8451,2.9129
1889,-0.8357,4.0779,2.3171,1.6606,3.8297,2.9562
1890,-1.0135,3.9390,2.2945,1.6535,3.8432,2.9582
1891,-1.1477,3.7800,2.2820,1.6545,3.8404,2.9907
1892,-1.3177,3.6105,2.2611,1.6723,3.8230,2.9796
1893,-1.4532,3.4309,2.2745,1.6538,3.7998,3.0362
1894,-1.5816,3.2501,2.2555,1.6600,3.7944,3.0069
1895,-1.7452,3.0140,2.2433,1.6451,3.7854,3.0769
1896,-1.9044,2.7969,2.2208,1.6548,3.7813,3.0412
1897,-2.0589,2.5534,2.2117,1.6477,3.7861,3.0663
1898,-2.1863,2.3499,2.1638,1.6230,3.7840,3.0429
1899,-2.3740,2.1267,2.1522,1.6223,3.7692,3.0775
1900,-2.5369,1.9213,2.1144,1.6032,3.7337,3.0725
1901,-2.6731,1.6336,2.0781,1.6324,3.7447,3.0889
1902,-2.8191,1.4230,2.0688,1.6122,3.7474,3.0842
1903,-2.9691,1.1691,2.0228,1.6116,3.7276,3.0948
1904,-3.1415,0.8907,1.9856,1.5960,3.7145,3.1000
1905,-3.2683,0.6758,1.9483,1.6009,3.7152,3.0810
1906,-3.4329,0.4919,1.8952,1.5804,3.6877,3.1316
1907,-3.5833,0.2653,1.8914,1.5775,3.6803,3.1281
1908,-3.7388,0.0160,1.8342,1.5901,3.6608,3.1311
1909,-3.8485,-0.1967,1.7782,1.5564,3.6339,3.1269
1910,-3.9840,-0.4150,1.7270,1.5560,3.5980,3.1440
1911,-4.1179,-0.6317,1.6491,1.5366,3.5812,3.1232
1912,-4.2466,-0.8697,1.5690,1.5258,3.5288,3.1419
1913,-4.3614,-1.0879,1.4996,1.5011,3.4882,3.0989
1914,-4.4915,-1.2960,1.4470,1.5112,3.4633,3.1278
1915,-4.5762,-1.5020,1.3610,1.4868,3.4066,3.1056
1916,-4.6822,-1.6862,1.2685,1.4859,3.3770,3.1463
1917,-4.7516,-1.8670,1.1834,1.4423,3.3354,3.0989
1918,-4.8333,-2.0383,1.0733,1.4268,3.2910,3.1235
1919,-4.9200,-2.2108,0.9701,1.3978,3.2390,3.0982
1920,-4.9827,-2.4067,0.8525,1.3822,3.1688,3.1311
1921,-5.0155,-2.6081,0.7093,1.3569,3.1215,3.1044
1922,-5.0626,-2.7410,0.5851,1.3426,3.0436,3.1188
1923,-5.1195,-2.9049,0.4575,1.3221,2.9593,3.0792
1924,-5.1896,-3.0372,0.2924,1.2685,2.8763,3.1108
1925,-5.2029,-3.1677,0.1939,1.1967,2.7789,3.0886
1926,-5.2354,-3.3350,0.0291,1.1812,2.6698,3.0751
1927,-5.3085,-3.4314,-0.1514,1.1194,2.5391,3.1056
1928,-5.2889,-3.5646,-0.3337,1.0528,2.3971,3.0751
1929,-5.3150,-3.6646,-0.5226,0.9492,2.2564,3.0918
1930,-5.3014,-3.7653,-0.7056,0.8712,2.1046,3.0901
1931,-5.3011,-3.8890,-0.9070,0.7838,1.9333,3.0973
1932,-5.2906,-3.9928,-1.1441,0.6743,1.7321,3.0707
1933,-5.2777,-4.1067,-1.3496,0.5750,1.5411,3.1062
1934,-5.2330,-4.1530,-1.5848,0.4834,1.3641,3.0479
1935,-5.2046,-4.2583,-1.8578,0.3183,1.1378,3.0660
1936,-5.1541,-4.3270,-2.0667,0.1842,0.9228,3.0619
1937,-5.1084,-4.4200,-2.2916,0.0328,0.6649,3.0335
1938,-5.0135,-4.5195,-2.5056,-0.0985,0.4389,3.0766
1939,-4.9437,-4.5975,-2.7036,-0.2596,0.1750,3.0587
1940,-4.8418,-4.5904,-2.9478,-0.4376,-0.0722,3.0499
1941,-4.7496,-4.6773,-3.1258,-0.6030,-0.3214,3.0327
1942,-4.6304,-4.6994,-3.3457,-0.7816,-0.5498,3.0195
1943,-4.5416,-4.7724,-3.5659,-0.9902,-0.7899,2.9785
1944,-4.4779,-4.8093,-3.7617,-1.1568,-1.0257,3.0016
1945,-4.3448,-4.8446,-3.9835,-1.3569,-1.2604,2.9547
1946,-4.2110,-4.8323,-4.1552,-1.5222,-1.5059,2.9436
1947,-4.1050,-4.8704,-4.3557,-1.6739,-1.7423,2.8979
1948,-3.9600,-4.8798,-4.5909,-1.8448,-1.9855,2.8824
1949,-3.7984,-4.8881,-4.7358,-2.0049,-2.2229,2.8352
1950,-3.6446,-4.8685,-4.8887,-2.1495,-2.4425,2.8018
1951,-3.4780,-4.8755,-5.0335,-2.2989,-2.6642,2.7433
1952,-3.3150,-4.8894,-5.1837,-2.4636,-2.8714,2.7380
1953,-3.1595,-4.8421,-5.3304,-2.6257,-3.0984,2.6560
1954,-3.0061,-4.8071,-5.4536,-2.7562,-3.2751,2.6091
1955,-2.8611,-4.7515,-5.5731,-2.8699,-3.4601,2.4946
1956,-2.7144,-4.7248,-5.7223,-3.0271,-3.6791,2.4612
1957,-2.5494,-4.6622,-5.8371,-3.1642,-3.8447,2.3595
1958,-2.3641,-4.5695,-5.9131,-3.2376,-4.0132,2.2787
1959,-2.1937,-4.4965,-6.0411,-3.3737,-4.1959,2.1800
1960,-2.0162,-4.4133,-6.1243,-3.4958,-4.3659,2.0447
1961,-1.8431,-4.3549,-6.2175,-3.6238,-4.5328,1.9231
1962,-1.6650,-4.2417,-6.2939,-3.7352,-4.6829,1.7969
1963,-1.5457,-4.1782,-6.3351,-3.8531,-4.8206,1.6856
1964,-1.4177,-4.0550,-6.4049,-3.9788,-4.9701,1.5271
1965,-1.2727,-3.9731,-6.4672,-4.0951,-5.0815,1.3813
1966,-1.1053,-3.8485,-6.5175,-4.1893,-5.2233,1.1862
1967,-0.9437,-3.7527,-6.5576,-4.2990,-5.3375,1.0400
1968,-0.7852,-3.6339,-6.6026,-4.3448,-5.4745,0.8312
1969,-0.6040,-3.5114,-6.6170,-4.4283,-5.5877,0.6947
1970,-0.4332,-3.3801,-6.6229,-4.5378,-5.6834,0.4800
1971,-0.2368,-3.2824,-6.6611,-4.6115,-5.7710,0.3040
1972,-0.1006,-3.1050,-6.6539,-4.6540,-5.8432,0.0946
1973,0.0203,-2.9679,-6.6345,-4.7040,-5.9440,-0.0961
1974,0.1789,-2.8021,-6.6010,-4.7505,-5.9961,-0.2888
1975,0.3140,-2.6658,-6.5644,-4.8313,-6.0693,-0.4789
1976,0.4455,-2.4871,-6.5351,-4.8479,-6.1304,-0.6865
1977,0.6030,-2.3523,-6.4625,-4.8879,-6.2049,-0.8789
1978,0.7619,-2.1793,-6.3699,-4.8710,-6.2459,-1.0497
1979,0.8781,-2.0098,-6.3158,-4.8687,-6.2832,-1.2667
1980,0.9976,-1.8115,-6.2225,-4.8424,-6.3302,-1.4553
1981,1.0949,-1.6005,-6.1346,-4.7739,-6.3577,-1.6601
1982,1.2188,-1.3955,-6.0145,-4.6989,-6.3560,-1.7968
1983,1.2920,-1.2159,-5.8828,-4.5874,-6.3608,-2.0124
1984,1.3584,-1.0265,-5.7605,-4.5036,-6.3453,-2.1570
1985,1.4614,-0.8282,-5.6185,-4.3997,-6.3258,-2.3667
1986,1.5437,-0.6078,-5.4796,-4.2935,-6.2744,-2.4968
1987,1.6054,-0.3726,-5.3326,-4.2165,-6.2049,-2.7281
1988,1.6792,-0.1897,-5.1868,-4.1071,-6.1663,-2.8424
1989,1.7182,0.0047,-5.0291,-3.9999,-6.0800,-3.0318
1990,1.7609,0.2236,-4.8621,-3.8489,-5.9547,-3.1660
1991,1.8012,0.4102,-4.6870,-3.7073,-5.8990,-3.3004
1992,1.8632,0.5840,-4.5024,-3.5403,-5.8137,-3.4410
1993,1.8872,0.7464,-4.3341,-3.4039,-5.7066,-3.5596
1994,1.9546,1.0067,-4.0701,-3.3032,-5.5746,-3.7159
1995,1.9966,1.2520,-3.8330,-3.1535,-5.4540,-3.7974
1996,2.0112,1.4930,-3.6131,-3.0385,-5.3395,-3.9549
1997,2.0163,1.7537,-3.3838,-2.8732,-5.1914,-4.0522
1998,2.0691,1.9977,-3.1555,-2.7598,-5.0506,-4.1643
1999,2.0922,2.2206,-2.9178,-2.5880,-4.9183,-4.2610
2000,2.1213,2.4150,-2.6864,-2.4285,-4.7803,-4.3869
2001,2.1565,2.5900,-2.4659,-2.2488,-4.6221,-4.4484
2002,2.1569,2.7957,-2.2137,-2.0572,-4.4727,-4.5494
2003,2.1755,2.9937,-1.9811,-1.8237,-4.2866,-4.6162
2004,2.1897,3.1727,-1.7280,-1.6759,-4.0834,-4.6935
2005,2.2084,3.3483,-1.4916,-1.4946,-3.9085,-4.7386
2006,2.2392,3.5147,-1.2511,-1.2997,-3.7130,-4.8256
2007,2.2182,3.6563,-0.9940,-1.1227,-3.5438,-4.8742
2008,2.2744,3.8334,-0.7753,-0.9440,-3.3530,-4.9471
2009,2.2416,3.9848,-0.5611,-0.7784,-3.1626,-4.9714
2010,2.2754,4.1261,-0.3685,-0.6176,-2.9433,-5.0229
2011,2.2849,4.2393,-0.1877,-0.4792,-2.6984,-5.0613
2012,2.3134,4.3784,-0.0272,-0.2765,-2.5080,-5.0537
2013,2.2958,4.5169,0.1710,-0.1527,-2.2844,-5.1181
2014,2.2819,4.6480,0.3140,-0.0065,-2.0308,-5.0757
2015,2.3005,4.7825,0.4431,0.1416,-1.8129,-5.1067
2016,2.3171,4.9345,0.5811,0.2969,-1.5620,-5.0727
2017,2.3127,5.0484,0.6824,0.4655,-1.3447,-5.0686
2018,2.3202,5.1642,0.8150,0.5730,-1.1046,-5.0051
2019,2.3618,5.2931,0.9492,0.7000,-0.8510,-5.0130
2020,2.3659,5.3932,1.0836,0.8595,-0.6085,-4.9371
2021,2.3594,5.5056,1.2128,0.9138,-0.4185,-4.9140
2022,2.3547,5.6294,1.2966,1.0028,-0.1743,-4.7977
2023,2.3774,5.7307,1.4055,1.0873,0.0557,-4.7544
2024,2.3811,5.7835,1.5030,1.1587,0.2777,-4.6255
2025,2.3554,5.8673,1.5706,1.2094,0.5208,-4.5998
2026,2.3821,5.9890,1.6391,1.2828,0.8043,-4.4507
2027,2.3622,6.0196,1.6976,1.2919,1.0414,-4.4121
2028,2.3513,6.1047,1.7626,1.3436,1.2076,-4.2864
2029,2.3557,6.1492,1.8126,1.3709,1.4064,-4.2006
2030,2.3686,6.1885,1.8892,1.3887,1.5650,-4.0920
2031,2.3560,6.2330,1.9208,1.4180,1.7530,-3.9581
2032,2.3520,6.3098,1.9659,1.4349,1.9360,-3.8612
2033,2.3540,6.3420,2.0112,1.4573,2.1190,-3.7250
2034,2.3625,6.4151,2.0522,1.4813,2.2839,-3.6164
2035,2.3381,6.4431,2.0872,1.4982,2.4267,-3.4872
2036,2.3208,6.4735,2.1329,1.5206,2.5516,-3.3818
2037,2.3391,6.5057,2.1498,1.4940,2.6694,-3.2037
2038,2.3605,6.5100,2.1888,1.5093,2.7705,-3.1460
2039,2.3591,6.5585,2.2041,1.5161,2.8646,-3.0005
2040,2.3249,6.5769,2.2135,1.5469,2.9478,-2.8664
2041,2.3307,6.6279,2.2345,1.5408,3.0610,-2.7082
2042,2.3374,6.6522,2.2745,1.5814,3.1506,-2.5428
2043,2.3063,6.6448,2.3042,1.5622,3.2353,-2.3823
2044,2.3259,6.6632,2.3333,1.5781,3.2843,-2.2446
2045,2.2819,6.6666,2.3393,1.5281,3.3589,-2.0862
2046,2.2819,6.6841,2.3436,1.6103,3.3952,-1.8683
2047,2.3052,6.6983,2.3458,1.6155,3.4398,-1.7576
2048,2.2951,6.7118,2.3521,1.6197,3.4673,-1.5880
2049,2.2836,6.7148,2.3602,1.6025,3.5181,-1.4495
2050,2.2893,6.6841,2.3727,1.6317,3.5597,-1.2603
2051,2.2748,6.6832,2.3633,1.6438,3.5913,-1.1273
2052,2.2487,6.6989,2.3912,1.6617,3.6184,-0.9150
2053,2.2578,6.6798,2.3843,1.6694,3.6265,-0.7838
2054,2.2277,6.6927,2.3952,1.6811,3.6621,-0.6066
2055,2.2480,6.6583,2.3837,1.6545,3.6937,-0.4098
2056,2.2246,6.6338,2.3965,1.6727,3.7135,-0.2692
2057,2.2009,6.6190,2.4099,1.7035,3.7195,-0.1040
2058,2.2141,6.5960,2.4184,1.7029,3.7639,0.0331
2059,2.1396,6.5975,2.4212,1.7276,3.7780,0.2436
2060,2.1152,6.5674,2.4037,1.7305,3.8082,0.3679
2061,2.0935,6.5364,2.4137,1.7646,3.8156,0.5494
2062,2.0651,6.4962,2.4209,1.7468,3.8418,0.6886
2063,2.0210,6.4664,2.4356,1.7227,3.8331,0.8347
2064,2.0146,6.3948,2.4190,1.7367,3.8364,0.9724
2065,1.9966,6.3224,2.4237,1.7354,3.8458,1.0931
2066,1.9560,6.3052,2.4134,1.7490,3.8509,1.2656
2067,1.9248,6.2343,2.4084,1.7542,3.8529,1.3616
2068,1.8706,6.1655,2.4097,1.7406,3.8475,1.5356
2069,1.8222,6.1372,2.4103,1.7545,3.8408,1.5863
2070,1.7819,6.0731,2.4103,1.7558,3.8807,1.7638
2071,1.7117,5.9945,2.3956,1.7604,3.8680,1.8423
2072,1.6525,5.9257,2.3924,1.7409,3.8525,1.9284
2073,1.6040,5.8461,2.3796,1.7487,3.8609,2.0189
2074,1.5332,5.7924,2.3715,1.7230,3.8727,2.1161
2075,1.4496,5.6853,2.3927,1.7289,3.8811,2.2465
2076,1.3693,5.5535,2.3874,1.7354,3.8865,2.3010
2077,1.2365,5.4703,2.3849,1.7256,3.9049,2.3786
2078,1.1501,5.3718,2.3768,1.7419,3.8831,2.4295
2079,1.0342,5.2419,2.3818,1.7292,3.8797,2.5288
2080,0.9357,5.1430,2.3718,1.7156,3.8868,2.5657
2081,0.7968,5.0064,2.3674,1.7094,3.8770,2.6431
2082,0.6413,4.8918,2.3580,1.6954,3.8831,2.6562
2083,0.4976,4.7739,2.3568,1.7172,3.8555,2.7107
2084,0.3256,4.6167,2.3540,1.7019,3.8522,2.7702
2085,0.1884,4.4733,2.3449,1.6766,3.8592,2.7623
2086,0.0132,4.3496,2.3180,1.6957,3.8562,2.8296
2087,-0.1304,4.2007,2.3174,1.6918,3.8398,2.8138
2088,-0.3641,4.0315,2.3024,1.6837,3.8334,2.8648
2089,-0.5491,3.9286,2.2892,1.6850,3.8247,2.8590
2090,-0.7185,3.7484,2.2708,1.6840,3.8193,2.9079
2091,-0.8906,3.5700,2.2651,1.6837,3.8189,2.9003
2092,-1.0823,3.4211,2.2361,1.6694,3.8260,2.9351
2093,-1.2361,3.2317,2.2248,1.6606,3.8119,2.9272
2094,-1.3936,3.0327,2.1682,1.6525,3.7938,2.9252
2095,-1.5416,2.8261,2.1554,1.6730,3.8159,2.9653
2096,-1.7205,2.5786,2.1416,1.6486,3.7941,2.9413
2097,-1.9156,2.3625,2.1010,1.6142,3.7807,3.0039
2098,-2.0776,2.1746,2.0647,1.6135,3.7558,2.9822
2099,-2.2544,1.9474,2.0415,1.6243,3.7320,3.0520
2100,-2.4664,1.7196,1.9821,1.6152,3.7061,3.0362
2101,-2.6412,1.4976,1.9418,1.6019,3.6987,3.0695
2102,-2.8096,1.2354,1.8730,1.6028,3.6900,3.0561
2103,-2.9688,0.9929,1.8661,1.5872,3.6641,3.0596
2104,-3.1778,0.7851,1.7942,1.5690,3.6376,3.0564
2105,-3.3235,0.5781,1.7338,1.5755,3.5946,3.0578
2106,-3.5193,0.4081,1.6810,1.5960,3.5923,3.0898
2107,-3.6785,0.1609,1.6134,1.5535,3.5496,3.0453
2108,-3.8451,-0.0469,1.5459,1.5323,3.5083,3.0918
2109,-4.0081,-0.2514,1.4517,1.5115,3.4784,3.0695
2110,-4.1615,-0.4380,1.3748,1.5102,3.4298,3.1112
2111,-4.2967,-0.6462,1.2772,1.5073,3.4005,3.0825
2112,-4.4322,-0.8908,1.1778,1.4488,3.3498,3.1079
2113,-4.5426,-1.0550,1.0742,1.4118,3.3015,3.0736
2114,-4.6266,-1.2930,0.9667,1.4352,3.2625,3.1047
2115,-4.7628,-1.5174,0.8363,1.4060,3.2118,3.1047
2116,-4.8441,-1.6829,0.7071,1.3660,3.1225,3.0939
2117,-4.9153,-1.8707,0.5951,1.3523,3.0540,3.1185
2118,-4.9929,-2.0233,0.4732,1.3065,2.9646,3.0710
2119,-5.0796,-2.2164,0.3352,1.2698,2.8786,3.0994
2120,-5.1788,-2.3631,0.1876,1.2513,2.7850,3.0854
2121,-5.2191,-2.5463,0.0453,1.2023,2.6792,3.1305
2122,-5.2920,-2.6731,-0.1379,1.1207,2.5522,3.1000
2123,-5.3654,-2.8429,-0.3209,1.0535,2.4374,3.1199
2124,-5.4213,-3.0032,-0.5223,0.9476,2.2762,3.0933
2125,-5.4698,-3.1563,-0.6859,0.8907,2.1422,3.1123
2126,-5.5057,-3.2711,-0.8748,0.8287,2.0092,3.0828
2127,-5.5474,-3.4126,-1.0737,0.7127,1.8611,3.1123
2128,-5.5531,-3.5106,-1.2883,0.5721,1.6905,3.1085
2129,-5.5660,-3.6315,-1.4978,0.4450,1.5293,3.1076
2130,-5.6104,-3.7472,-1.7074,0.3281,1.3362,3.1082
2131,-5.5975,-3.8482,-1.9563,0.1946,1.1761,3.0839
2132,-5.5613,-3.9728,-2.1640,0.0546,0.9470,3.1015
2133,-5.5243,-4.0484,-2.3795,-0.0965,0.7344,3.0493
